Word,N,Mean,SD
masseuse,23,5.086956522,2.151385251
massive,24,1.166666667,0.481543412
mast,25,4.16,1.8636881
mastectomy,27,2.777777778,1.761409692
master,22,2.954545455,2.339663645
mastiff,19,5,1.56347192
masturbate,23,4.826086957,2.461562215
masturbation,25,3.84,2.748939189
mat,27,5.814814815,1.569836764
match,23,4.565217391,2.332109598
matchbox,24,5.875,1.596531567
matchstick,29,6.103448276,1.291312389
matchwood,19,5.210526316,1.618605276
mate,24,4.083333333,2.185260241
math,25,1.76,1.164760347
mathematician,22,4.272727273,1.906925178
matinee,22,2.5,1.625686668
matriarch,24,3.833333333,2.160246899
matrix,23,2.260869565,1.93572611
matron,21,2.904761905,2.047065263
matted,24,2.291666667,1.944427191
matter,25,4.4,2.217355783
matting,23,2.869565217,1.816699
mattress,25,6.72,0.678232998
maul,27,2.148148148,1.747607237
mausoleum,21,3.80952381,2.08851736
mauve,20,1.75,1.069923755
may,25,1.92,1.754042949
mayflower,25,2.96,1.859211302
mayo,23,5.956521739,1.551487874
mayonnaise,21,5.523809524,1.691716513
mayor,25,4.28,1.882374387
maze,28,4.035714286,1.875418824
me,24,5.708333333,1.627993341
mead,23,4,2.067057637
meadow,23,4.391304348,1.671665757
meal,24,5.958333333,1.680558051
meander,22,1.272727273,0.88273483
measles,23,2.826086957,2.145866511
measure,24,2.333333333,1.761093205
meat,23,5.52173913,1.702126083
meatless,24,1.791666667,1.215092291
meaty,25,2.96,2.26347815
mechanics,25,3.24,2.184795948
mechanism,23,3.826086957,2.103075106
medal,23,5.608695652,1.994062332
medallion,24,5.541666667,1.793203756
medic,23,5.217391304,1.704446637
medication,25,6.28,0.791622806
medicinal,25,1.88,1.480990659
medicine,26,5.692307692,1.378962821
medics,25,4.28,1.671326818
meditating,24,2.625,1.860633366
medley,25,2,1.58113883
meet,24,1.875,1.752327645
meeting,23,2.826086957,2.081349517
meetinghouse,26,3.5,2.024845673
megaphone,25,6.2,1
mellow,23,1.826086957,1.370208143
melody,23,2.565217391,2.018687399
melon,22,5.681818182,1.129111055
melt,25,1.88,1.423610434
melted,26,2.461538462,2.158346946
member,23,3.130434783,1.713697433
membrane,25,3.52,2.023198787
memo,25,5.04,1.619670748
memoir,23,2.956521739,2.225436849
memorabilia,23,4.434782609,1.902775173
memorial,28,3.857142857,1.918994446
men,25,5.72,1.486606875
mend,25,2.2,1.755942292
mender,21,2.857142857,2.151411497
meningitis,24,3.375,2.550575383
menstruate,23,3.304347826,2.304832524
menstruation,24,3.75,1.939296152
mental,23,2.130434783,1.713697433
menthol,24,2.916666667,2.124733572
mention,25,1.88,1.480990659
mentor,23,4.347826087,1.721751108
menu,23,5.869565217,1.013739604
meow,23,1.608695652,1.587998467
merchandise,24,5.833333333,1.307725096
merchant,26,4.5,2.158703314
merchantman,24,4.5,2
mere,22,1.409090909,0.666125321
merge,25,2,1.58113883
mesh,25,4.12,2.088061302
mess,25,3.6,1.632993162
message,25,2.68,1.573742885
messenger,28,4.107142857,1.892270549
met,24,1.75,1.481773321
metal,23,5.130434783,1.632186148
metallic,25,2.68,2.230844384
metalwork,27,4.222222222,1.694637091
metalworker,25,4.8,1.914854216
metalworking,25,2.92,1.705872211
meteorite,27,3.111111111,2.224571408
meteorologist,24,4.875,1.569062307
meter,24,2.583333333,1.691838893
methane,22,2.5,1.405770421
method,25,1.92,1.382027496
metro,24,2.625,1.929462642
metronome,22,3.636363636,1.890967365
metropolis,25,2.72,1.671326818
mice,25,5,1.658312395
microbe,22,3.363636364,2.059714602
microbiologist,23,3.391304348,2.126438132
microelectronics,28,3.285714286,1.921749644
microfilm,24,3.916666667,2.041241452
micrometer,22,2.5,1.792842914
microorganism,22,3,2
microphone,23,6.043478261,1.296087149
Microscope,742,5.721024259,1.488259
microscopic,24,1.916666667,1.742478661
microwave,25,5.28,1.568438714
mid,23,1.47826087,0.845822097
middle,24,1.958333333,1.488482351
midget,28,4.821428571,1.944671189
midnight,23,2.130434783,1.890270491
midriff,23,4.130434783,2.180582654
midshipman,17,4.352941176,2.177761938
midwife,24,5,1.444630237
migration,25,1.6,1.08012345
mike,26,3.461538462,2.48565113
mild,23,1.347826087,0.647280721
mildew,24,4.166666667,2.014440621
mile,24,2.125,1.392916864
mileage,24,1.583333333,1.017954755
miles,26,2.884615385,2.33798072
milk,23,5.956521739,1.223937791
milker,22,3.272727273,1.695422919
milkmaid,23,4.130434783,2.073739438
milkshake,25,6.4,1
mill,24,4.166666667,1.809796209
millet,24,4.166666667,1.578845662
milligram,22,1.818181818,1.708141949
milliliter,23,2.347826087,1.92137961
millimeter,25,1.96,1.619670748
million,25,1.6,1.527525232
millionaire,29,4.206896552,1.970846634
millions,25,1.68,1.029563014
millstone,23,4,2.195035721
mime,23,3.695652174,2.076596486
mimic,26,1.807692308,1.05902713
mince,28,2.428571429,1.814112811
minced,25,2.6,2.140872096
mincemeat,24,5.083333333,1.863065885
mind,23,2.347826087,1.92137961
mine,25,3,2.101586702
minefield,24,3.541666667,1.955575456
minesweeper,27,3.37037037,1.924500897
mingle,26,2.576923077,2.023325519
mini,24,1.875,1.569062307
miniature,23,2.652173913,2.207604536
minion,25,2.96,1.593737745
minister,25,4.84,1.724335621
mink,21,4.904761905,1.972429008
minnow,24,4.416666667,1.839580923
minor,24,2.708333333,1.921936674
minstrel,24,3.875,2.006781979
mint,25,5.76,1.479864859
minuscule,24,1.208333333,0.414851117
minute,24,2.375,2.122600948
minuteman,25,3.32,2.154839515
mirage,23,1.869565217,1.604095549
mirror,23,6.086956522,1.311246578
mirth,17,1.764705882,1.521898969
misfit,24,2.291666667,1.39810949
misprint,26,2.5,2.024845673
miss,25,2.36,1.890326251
missile,27,3.703703704,2.493295854
mission,24,2.458333333,1.955575456
mist,29,3.482758621,1.617332231
mister,29,3.724137931,2.051072049
mistletoe,27,4.592592593,1.80297317
mistress,27,5,1.860521019
misty,28,2.892857143,1.685214256
mite,27,3.814814815,2.057575815
mitt,25,6.08,1.441064421
mitten,24,6.041666667,0.954584666
mix,25,2.64,1.84571576
mixer,24,5,2.245768969
mixture,26,2.769230769,1.795721411
moan,25,2.44,1.980740602
moaning,24,1.916666667,1.501207244
moat,24,3.25,1.870828693
mob,25,3.36,2.018250067
mobile,27,2.814814815,2.270835784
moccasin,24,5.458333333,1.559798389
mockingbird,23,3.826086957,1.96912934
model,23,5.086956522,1.703286755
moderator,25,3.88,1.691153453
module,27,3.037037037,1.870447941
mogul,22,2.772727273,1.571526955
moist,25,3.16,2.014116845
moisture,25,4.24,2.046948949
molasses,23,5,1.834021909
mold,24,3.75,2.005427418
molding,25,3.8,2.140872096
mole,25,4.24,2.046948949
molehill,25,3.72,1.594783162
moleskin,24,4.25,2.250603784
molest,25,2.6,2.198484326
molten,25,1.84,1.491084616
moment,28,1.964285714,1.666269794
mommy,23,5.434782609,2.063229749
monarch,25,3.28,2.072036036
monastery,25,3.76,1.331665624
money,24,6.291666667,1.082636342
moneybags,25,5,1.802775638
moneylender,24,3.791666667,1.864523874
mongoose,24,4.5,1.817786518
mongrel,21,3.095238095,1.868281614
monk,23,5.173913043,1.613921647
monkey,27,4.259259259,1.972748816
monogram,22,2.954545455,1.731425857
monograph,22,3.727272727,2.394076384
mononucleosis,22,2.681818182,2.079064891
monorail,25,3.88,1.877942136
monsoon,28,3.071428571,1.67616342
monster,26,2.653846154,2.038476052
montage,25,1.72,1.137248141
month,25,1.36,1.220655562
monument,25,4.52,1.710750323
moo,24,1.291666667,0.907896119
moon,24,2.083333333,1.612900888
moonbeam,24,1.958333333,1.731527766
moonlight,24,1.916666667,1.282547284
moonshine,23,5.260869565,1.737746485
moonstone,23,3.565217391,1.854382695
moose,24,3.916666667,1.639635873
mop,26,6.192307692,1.442753777
mope,28,2.857142857,1.957214304
more,24,2.041666667,1.731527766
morgue,23,3.47826087,1.950980295
mormon,24,3.625,2.039021504
morning,27,1.62962963,1.362919608
mornings,23,2.260869565,1.57299342
morocco,23,2.826086957,1.874522337
moron,25,2.72,1.926136028
morphine,25,5.32,1.842100251
morsel,24,4.833333333,1.493949148
mortar,23,3.565217391,1.902775173
mortgage,25,2.24,1.6653328
mortician,24,4.833333333,2.140025735
mortuary,27,3.777777778,2.241794153
mosque,23,3.956521739,1.795911034
mosquito,25,4.4,2.160246899
moss,23,4.565217391,1.779327936
mossy,26,2.192307692,1.523659562
motel,25,4.48,1.805547009
moth,25,4.84,1.841195264
mothball,25,5.12,1.96468827
mother,25,5.52,1.917463602
motion,26,2.730769231,2.182799896
motionless,27,1.296296296,0.608580619
motocross,26,2.423076923,1.770267255
motor,25,4.92,1.846618531
motorbike,23,6.347826087,1.152416262
motorboat,23,5.304347826,1.520609406
motorcade,23,3.565217391,1.590485545
motorcycle,27,5.555555556,1.694637091
motorcyclist,25,4.52,2.238302929
motoring,24,2.5,1.933683127
motorist,25,5.12,2.047763007
motorized,26,1.384615385,0.697247335
motorway,25,3.84,1.795364401
mottled,20,2.15,1.663066287
mound,25,3.96,1.743559577
mount,24,2.625,1.78915817
mountain,26,4.307692308,2.112235418
mountaineer,25,4,1.802775638
mountainous,24,2.708333333,2.156469874
mountainside,24,4.708333333,1.944427191
mountaintop,24,3,1.587998467
mourner,25,3.56,1.850225212
mouse,25,5.24,1.535143859
mousetrap,24,4.916666667,1.639635873
mousse,23,5.260869565,1.839401862
moustache,23,5.347826087,1.873467753
mouth,23,6.304347826,0.973969507
mouthful,23,3.695652174,2.363256278
mouthpiece,23,5.304347826,2.304832524
mouthwash,26,6.230769231,1.242825565
move,24,2,1.911066172
movement,23,2.304347826,1.717153633
movie,23,2.826086957,1.992079177
mow,21,3.523809524,2.249867721
much,23,1.304347826,1.063219066
muck,21,3.047619048,1.96153487
mucous,25,5.04,2.111081871
mucus,25,4.88,2.068010316
mud,25,5.56,1.781385229
muddy,24,2.333333333,1.340560125
mudpack,23,3.739130435,2.027479207
muff,21,3,2.28035085
muffin,24,5.875,1.454004964
muffle,24,1.875,1.483606065
muffled,26,2.192307692,1.49717683
muffler,24,4.75,1.799758438
Mug,741,6.13900135,1.381677
mugger,24,3.958333333,1.805286119
muggy,24,1.958333333,1.428869017
mulberry,27,4.703703704,1.659814976
mulch,24,4.625,2.203011772
mule,22,4.318181818,1.835791347
mullet,27,4.518518519,1.88863749
mullets,23,4.304347826,2.141256696
multicolored,25,1.64,1.319090596
multiplex,24,3.125,1.825245665
mum,24,4.416666667,2.062431378
mumble,26,1.692307692,1.289006773
mumbling,26,2,1.897366596
mummification,25,3.28,2.131509637
mummify,25,2.16,1.724335621
mummy,25,3.76,2.165640783
mumps,24,3.291666667,1.82921144
munch,23,2.043478261,1.821045176
munitions,21,4.80952381,1.806074407
mural,27,3.555555556,2.172083957
murder,26,2.653846154,2.077350383
murderer,24,3.666666667,1.926173649
murky,25,2,1.632993162
murmur,24,1.791666667,0.9770927
murmuring,25,1.76,1.392838828
muscle,25,5.12,2.088061302
muscled,25,3.24,2.165640783
muscleman,24,4.166666667,2.200131748
muscular,23,2.739130435,2.136636935
museum,24,4.333333333,1.857222486
mush,23,2.695652174,1.717153633
mushroom,21,5.333333333,1.460593487
mushy,28,2.214285714,1.728993346
music,23,3.130434783,2.159636919
musical,22,2.636363636,1.839913418
musician,23,4.47826087,1.591727627
musk,23,2.130434783,1.686964671
musket,23,5.217391304,1.782656897
musketeer,27,2.481481481,1.220667231
muskrat,27,3.481481481,1.826521923
musky,24,1.916666667,1.529895327
muslin,18,4.166666667,2.407097349
must,22,1.818181818,1.367526918
mustache,29,5.620689655,1.634751906
mustached,25,3.8,2.020725942
mustard,25,5.8,1.5
musty,24,1.958333333,1.627993341
mutant,23,1.913043478,1.411415907
mute,28,2.535714286,1.815206199
mutilate,22,2.727272727,2.074374678
mutt,24,4.958333333,1.852827843
mutter,25,1.84,1.434108318
muttering,23,1.869565217,1.391674852
mutton,21,5,1.702938637
muzzle,23,4.391304348,1.802501556
my,25,3.2,2.43241992
myself,26,5.038461538,2.144402373
mystic,27,2.185185185,1.687898945
myth,22,1.636363636,1.364357674
nab,24,2.083333333,1.585715218
nag,24,1.916666667,1.380506103
nail,24,5.541666667,1.667572218
nailing,23,3.173913043,2.014767614
naked,23,2.913043478,2.314245282
nakedness,27,3.074074074,2.302605981
name,25,1.72,1.339153962
nameplate,25,4.84,1.280624847
nanny,25,4.6,1.802775638
nap,22,3.227272727,2.369082969
nape,23,3.739130435,1.912100019
napkin,24,6.333333333,1.16718415
napoleon,24,2.166666667,2.160246899
narcotic,24,4.208333333,2.021174146
narcotics,23,4.956521739,1.770420106
narrator,22,3.454545455,1.993495918
narrow,23,1.869565217,1.140348744
nasal,26,3.192307692,2.116964445
nation,24,1.708333333,1.041702898
native,24,3.833333333,2.25863881
nativity,25,3.16,1.841195264
nature,24,3.375,2.081230823
naughty,23,1.869565217,1.575504186
naval,24,3.25,2.151844507
navel,24,5,1.817786518
navigator,23,4.173913043,1.992079177
navy,24,2.208333333,1.382473104
near,26,1.384615385,0.803836952
neck,25,6.12,1.332916602
neckband,23,5.217391304,2.235183981
neckerchief,23,5.347826087,1.465006846
necking,25,3.08,2.234576768
necklace,28,5.821428571,1.588233853
neckline,26,3.653846154,1.937881476
necktie,23,6.043478261,1.223937791
neckwear,23,5.652173913,1.873467753
nectar,23,4.608695652,2.126438132
needle,23,5.739130435,1.737746485
needlepoint,26,4.576923077,2.062485431
needles,24,5.416666667,2.019829237
needlework,26,4.692307692,1.643635745
negligee,24,4.75,2.363674369
negotiator,24,3.666666667,2.078182037
Neigh,694,1.569164265,1.157309
neighbor,26,4.153846154,1.973672874
neon,27,2.888888889,1.867399124
neonatal,21,1.952380952,1.564486832
nephew,25,5.16,1.951068084
nerve,24,3.458333333,2.245365598
net,24,5.208333333,1.910592138
nettle,17,4.529411765,2.034626718
network,23,3.130434783,1.890270491
neurologist,26,4.384615385,2.079940828
neuromuscular,20,2.4,1.95744194
neuron,25,3.28,2.26421436
neuter,22,2.045454545,1.70370109
new,23,2.086956522,1.975141962
newlyweds,22,4.772727273,1.688386612
newsagent,24,4.333333333,1.88048714
newsboy,23,4.869565217,1.86606898
newscast,27,2.851851852,1.955341869
newscaster,23,4.347826087,1.799209313
newsflash,26,1.730769231,1.185164708
newsletter,23,5.826086957,1.230379613
newsman,28,4.285714286,1.863035016
newspaper,25,5.76,1.854723699
newspaperman,25,4.48,2.200757445
newsprint,23,4.260869565,2.378261231
newsreader,23,4.826086957,1.96912934
newsreel,23,3.695652174,2.141256696
newsroom,24,3.208333333,1.473805092
newsstand,24,5.458333333,1.503016291
newt,23,4.391304348,2.126438132
next,23,1.826086957,1.336623083
nexus,20,1.6,0.88257995
nibble,24,1.875,1.454004964
nice,25,2.24,1.832120811
niche,28,2.035714286,1.502643174
nick,24,3.25,2.005427418
nickel,27,5.814814815,1.64169324
nicotine,26,3.653846154,1.937881476
niece,24,4.041666667,1.988645304
nifty,26,1.615384615,1.168825841
night,23,2.130434783,1.890270491
nightcap,23,4.130434783,2.473575767
nightcaps,24,4.708333333,2.074255585
nightclub,22,4.409090909,2.039119579
nightdress,24,5.791666667,1.444003091
nightfall,25,1.76,1.392838828
nightgown,25,5.92,1.55241747
nighthawk,23,2.782608696,1.506245234
nightie,27,5.62962963,1.713030337
nightingale,23,4.086956522,2.25455183
nightlight,28,4.821428571,1.963624227
nightmare,23,2.043478261,1.718304155
nights,23,2.347826087,1.991086858
nightshade,21,3.571428571,2.15804144
nightshirt,24,6.291666667,1.082636342
nightstick,23,5.434782609,1.471736357
nine,26,1.346153846,0.68948141
ninepin,17,3.588235294,1.583462327
ninth,25,1.88,1.53622915
nip,25,2.88,1.985782801
nipple,24,5.625,1.663221076
nitrate,25,2.68,1.930457631
nitroglycerine,22,2.863636364,1.884661257
nitrous,23,2,1.414213562
no,24,1.333333333,0.564659703
noble,27,2.555555556,2.100061049
nobleman,25,3.36,1.868154169
nod,26,2.230769231,1.903842269
nodding,25,2.52,2.181742423
node,27,2.962962963,1.950965865
nodule,25,3,1.58113883
noggin,25,4.04,2.130727575
noise,25,1.96,1.790716802
noisy,22,2,1.690308509
nomad,23,4,1.930614598
none,25,1.36,1.150362262
nonmetallic,21,1.761904762,1.300183137
nonsmoker,24,4.083333333,2.104171151
noodle,25,6.24,1.090871211
noodles,23,5.695652174,1.690475528
nook,27,3.703703704,1.588778312
noon,29,1.551724138,1.351882468
noose,24,4.708333333,1.966660526
north,24,2.25,1.799758438
northeastern,24,2.375,1.714706211
nose,27,6,1.386750491
nosebleed,23,4.173913043,2.187821123
nostril,24,5.208333333,1.84105751
not,23,1.260869565,0.751809412
notarize,26,2.269230769,1.457606046
notch,23,2.695652174,1.362977443
notched,27,1.703703704,1.067521025
note,23,5.434782609,1.878734752
notepaper,28,5.392857143,1.707050428
notice,23,2.173913043,1.52709391
noun,25,1.56,1.044030651
novel,25,5.4,2.198484326
novelist,22,3.181818182,2.10750052
novice,23,3,2
now,28,1.892857143,1.832611691
noxious,25,2.84,1.885912688
nub,21,3.047619048,2.246690688
nude,24,2.416666667,1.931808494
nudge,22,3.454545455,2.262052855
nudist,23,3.869565217,2.379922608
nudity,25,3.84,2.374868417
nugget,23,4.826086957,2.124578545
numb,24,2.25,1.648451183
number,27,2.592592593,1.906653517
numeral,27,1.703703704,1.588778312
nun,27,4.666666667,1.775907135
nurse,23,5.130434783,1.841549442
nursemaid,24,4.583333333,1.839580923
nursery,24,4.875,1.848912724
nursing,27,2.703703704,1.977076607
nut,27,5.555555556,1.761409692
nutcracker,25,5.36,1.655294536
nutcrackers,23,5.347826087,1.897574903
nuthouse,28,3.464285714,1.643892014
nutmeg,23,4.608695652,2.061313139
nutshell,24,4.375,2.318404624
nutty,24,2.208333333,1.693444308
nuzzle,28,2.607142857,2.078804602
nylon,28,4.928571429,1.585316219
nymph,25,2.92,1.891207727
oaf,23,2.782608696,1.807975305
oak,25,4.16,2.095232684
oar,26,5.307692308,1.691608247
oarsman,25,3.72,1.814754345
oat,25,4.8,1.936491673
oath,27,1.888888889,1.739436985
obese,25,3.16,2.115025611
obey,27,1.814814815,1.241495284
object,24,6.416666667,0.928611243
oblique,26,2.038461538,1.799572599
oblivion,24,1.666666667,1.372609912
oblong,23,1.52173913,1.162660164
observatory,26,4.115384615,1.608152308
observe,26,2.461538462,1.923138461
observer,25,3.6,2.160246899
obsidian,20,3.3,2.178845663
obstetrician,25,5.04,1.695090951
obstruction,24,3.583333333,2.062431378
obtain,23,2.217391304,2.02162225
occult,24,1.5,1.021507837
occupation,23,2.260869565,1.912100019
ocean,23,5.217391304,1.650248514
oceanographer,25,4.44,2.12289111
ocelot,14,3.071428571,1.328057327
octagon,24,2.208333333,1.318073913
